NAME,EMAIL,USERTYPE,ROLE,PROJECT_NAME,PROJECTID,PROJECT_START_PERIOD,PROJECT_END_PERIOD,CATEGORY,ALLOCATION_START,ALLOCATION_END,START_PERIOD,END_PERIOD,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,TOTAL_WORKED_HOURS
Thomas Collins,kellie34@example.com,user,tribe master,Ellis-Reynolds,6d1fbe0a-0bcb-42a5-9b6a-4626e0ff7bd4,2024-02-28,2024-07-18,Regular,2024-03-19,2024-06-20,2024-04-10,2024-04-12,Coding,"How loss rate once. Reveal travel close find involve writer impact.
Throw among rest data arrive. Measure agency structure good land again him believe.",1.0,4.0,1.0,8.0,6.0,0.0,3.0,2024-03-25,2024-04-26,5,3,4,3,1,2,"Huge her yeah thing grow. Society game sure benefit floor strategy north. How there lot assume movement five.
Agreement all week ask have speech chance. Range arm blue others join.",23.0
Thomas Collins,kellie34@example.com,user,tribe master,Ellis-Reynolds,6d1fbe0a-0bcb-42a5-9b6a-4626e0ff7bd4,2024-02-28,2024-07-18,Regular,2024-03-19,2024-06-20,2024-04-10,2024-04-14,Documentation,"Effect always daughter along. Such question TV not one key cold. Role among here early garden rest heart.
Cause general born control debate trial. Exist choice hotel collection product moment race.",3.0,6.0,1.0,0.0,1.0,7.0,5.0,2024-03-25,2024-04-26,5,3,4,3,1,2,"Huge her yeah thing grow. Society game sure benefit floor strategy north. How there lot assume movement five.
Agreement all week ask have speech chance. Range arm blue others join.",23.0
Ashley Leonard,kelly32@example.com,user,consultant,Williams-Wood,7041dbd1-1748-4bfb-9947-328733f19de4,2024-01-18,2024-08-01,Regular,2024-03-23,2024-06-19,2024-04-07,2024-04-15,Testing,Again agree cost Democrat spend language rock. Activity sing light drop executive attention receive.,5.0,4.0,6.0,6.0,1.0,2.0,4.0,2024-03-30,2024-04-14,4,1,2,1,2,4,Challenge wear else large ok direction always. Whom same indeed market. Drop summer establish quite international.,28.0
Ashley Leonard,kelly32@example.com,user,consultant,Williams-Wood,7041dbd1-1748-4bfb-9947-328733f19de4,2024-01-18,2024-08-01,Regular,2024-03-23,2024-06-19,2024-04-10,2024-04-15,Meetings,Cup work trip career. Hair scene detail need. Suggest employee part staff create role season.,2.0,8.0,2.0,6.0,8.0,8.0,2.0,2024-03-30,2024-04-14,4,1,2,1,2,4,Challenge wear else large ok direction always. Whom same indeed market. Drop summer establish quite international.,36.0
Ashley Myers,kelly92@example.com,user,consultant,Smith LLC,ccde9176-0fe3-46f7-b78e-4ee64c0082b5,2024-01-16,2024-06-16,Regular,2024-04-09,2024-07-04,2024-04-04,2024-04-13,Meetings,"Story eye like might one small. Whole evidence day through own general project.
Put land for suffer fact talk writer. Early style option nature. Newspaper eight it relate seat.",1.0,8.0,2.0,2.0,8.0,3.0,7.0,2024-03-22,2024-04-29,2,1,2,3,1,2,"Ago stop of feel consumer may cell. Research man quickly write mission.
Food whom major. Energy community argue image little. Program into sound tend industry.",31.0
Ashley Myers,kelly92@example.com,user,consultant,Smith LLC,ccde9176-0fe3-46f7-b78e-4ee64c0082b5,2024-01-16,2024-06-16,Regular,2024-04-09,2024-07-04,2024-04-05,2024-04-16,Coding,"Cost head old manager administration central. Between suddenly live yard thank but rule.
Drop pretty magazine second. Most recently line box out.
Despite see mind produce effect when consider.",7.0,3.0,0.0,2.0,3.0,3.0,7.0,2024-03-22,2024-04-29,2,1,2,3,1,2,"Ago stop of feel consumer may cell. Research man quickly write mission.
Food whom major. Energy community argue image little. Program into sound tend industry.",25.0
Jacob West,kellyhoffman@example.net,user,intern,"Dunn, Benitez and Vega",c7ba29da-c822-484b-9926-6cb3e5e85fdc,2024-01-21,2024-08-07,Regular,2024-03-30,2024-06-19,2024-04-04,2024-04-15,Meetings,"Phone station believe long ahead. Form team employee pay customer plant.
Perform wife coach. Me cost relate instead west financial. National question hair position student dinner.",4.0,1.0,6.0,8.0,1.0,1.0,4.0,2024-03-28,2024-05-03,1,3,1,4,1,1,Oil strategy explain out some cultural. Whether nice discussion break authority hot. High brother get light. Reason suddenly player clear hold mouth around.,25.0
Patrick Bernard,kellykelly@example.com,user,tribe master,"Reyes, Lowery and Wilson",37230bc9-ca6b-4ed8-9ba0-16e169be4170,2024-02-03,2024-07-12,Regular,2024-03-27,2024-06-14,2024-04-08,2024-04-16,Coding,"Professor tend interesting two full travel third. Body whether strategy gas early.
Explain state fight guy easy middle. Money series arm week message ask hospital.",2.0,8.0,3.0,5.0,4.0,4.0,7.0,2024-03-22,2024-04-23,2,1,3,5,3,5,Long future teacher tax its. A on fill article per near. However these kid Republican.,33.0
Jessica Henderson,kennedyrebecca@example.net,user,consultant,"Harmon, Brown and Johnson",19fad4bc-feae-498c-b64b-cb473ee1622e,2024-01-14,2024-07-11,Regular,2024-03-17,2024-07-06,2024-04-09,2024-04-12,Meetings,Feeling experience write generation generation song. Main start specific candidate image. Movie source government until present management.,3.0,7.0,4.0,4.0,6.0,5.0,6.0,2024-03-15,2024-05-05,5,1,2,2,2,3,"Decide wrong age these fly. Money writer wide page can leave season move.
Address treatment whether during growth. Season take edge view nation small class. The deal last current million range think.",35.0
Brandon Hutchinson,kennethdavis@example.net,user,tribe master,Collins Group,4bf7564d-aceb-4580-b2d6-3afa63c19a3f,2024-01-26,2024-06-17,Regular,2024-04-03,2024-07-05,2024-04-04,2024-04-16,Coding,Leader inside anything end rate find yeah. Building Republican soldier water road. Art we stay media spend for military field.,8.0,7.0,2.0,0.0,4.0,1.0,7.0,2024-03-16,2024-04-18,2,4,3,3,5,4,"Environment visit decade exactly air past.
Next thousand case operation student everyone clearly.
Stop story market order gas. Miss factor partner administration. Doctor suddenly until.",29.0
Chloe Jefferson,kevin52@example.org,user,tribe master,"Lewis, Moon and Barrera",78c99dfc-821e-4ced-b049-a855b16269d3,2024-02-25,2024-07-11,Regular,2024-03-17,2024-07-01,2024-04-08,2024-04-16,Documentation,Dog current decision alone service program. Want seat general election analysis box arm. Race player one staff just.,4.0,8.0,1.0,4.0,3.0,5.0,5.0,2024-03-16,2024-04-27,4,1,2,3,2,3,"Civil a chair imagine. Live help record black heart war. Site dark population involve manager her. It change order lay.
Hour its physical. Blue market brother word huge cover.",30.0
Chloe Jefferson,kevin52@example.org,user,tribe master,"Lewis, Moon and Barrera",78c99dfc-821e-4ced-b049-a855b16269d3,2024-02-25,2024-07-11,Regular,2024-03-17,2024-07-01,2024-04-10,2024-04-12,Testing,"Best seat start gun hotel. Its only note. Exactly until building consider.
Choose network choice pressure store very only despite. Drop two effort or. Follow interview including.",2.0,2.0,8.0,5.0,2.0,8.0,2.0,2024-03-16,2024-04-27,4,1,2,3,2,3,"Civil a chair imagine. Live help record black heart war. Site dark population involve manager her. It change order lay.
Hour its physical. Blue market brother word huge cover.",29.0
Andrew Carson,kevincarlson@example.com,user,tribe master,Miles PLC,a8b14002-8296-4b14-b32c-b1922c7a3579,2024-01-13,2024-08-02,Irregular,2024-03-12,2024-06-24,,,,,,,,,,,,2024-03-15,2024-04-13,3,5,3,1,2,4,Hit major maintain unit. Nor wait spring wife threat upon behind management. Ground she likely different laugh present apply name.,0.0
Felicia Torres,kim36@example.com,user,software engineer,Miller-Miller,e6d42a1c-9e40-46e6-9607-6e398faea148,2024-01-11,2024-07-19,Irregular,2024-03-31,2024-06-13,,,,,,,,,,,,2024-03-22,2024-04-19,3,1,2,2,2,5,Reach social line produce see while like. Phone pressure report movie. Mr appear ability natural.,0.0
Isaiah Thompson,kimberly54@example.net,user,consultant,Kennedy and Sons,8f48ee5a-2349-4312-b197-56403d4005ca,2024-02-24,2024-07-03,Regular,2024-03-17,2024-06-14,2024-04-04,2024-04-17,Testing,Ok public magazine focus sure beautiful would. Home campaign parent policy win parent.,2.0,8.0,1.0,8.0,0.0,3.0,3.0,2024-04-03,2024-05-04,2,4,2,1,1,4,Most new similar story any many behind. Spend life off interview material himself moment. Feel memory use yeah difference.,25.0
Isaiah Thompson,kimberly54@example.net,user,consultant,Kennedy and Sons,8f48ee5a-2349-4312-b197-56403d4005ca,2024-02-24,2024-07-03,Regular,2024-03-17,2024-06-14,2024-04-08,2024-04-15,Coding,Full part usually agreement car. Of anyone machine talk mind up rich. Front nothing rather provide break price article spend.,3.0,3.0,3.0,5.0,5.0,3.0,4.0,2024-04-03,2024-05-04,2,4,2,1,1,4,Most new similar story any many behind. Spend life off interview material himself moment. Feel memory use yeah difference.,26.0
Andrew Fuentes,kimberlymeyer@example.net,user,tribe master,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Regular,2024-04-09,2024-07-05,2024-04-06,2024-04-14,Meetings,According be about court sure practice. Opportunity question couple attorney experience. Standard thus collection station travel letter method.,2.0,6.0,3.0,2.0,0.0,6.0,8.0,2024-04-05,2024-04-25,2,2,2,5,5,2,Almost his leader run shake factor outside. Smile college piece toward suggest fly no student. Company family set player.,27.0
Andrew Fuentes,kimberlymeyer@example.net,user,tribe master,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Regular,2024-04-09,2024-07-05,2024-04-06,2024-04-11,Coding,Season move kind give protect should here. Beautiful sometimes system before face well need. Look keep sure.,3.0,3.0,7.0,7.0,7.0,5.0,7.0,2024-04-05,2024-04-25,2,2,2,5,5,2,Almost his leader run shake factor outside. Smile college piece toward suggest fly no student. Company family set player.,39.0
Andrew Fuentes,kimberlymeyer@example.net,user,tribe master,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Hard Worker,2024-04-09,2024-07-05,2024-04-06,2024-04-17,Testing,Cause dog bring blue shoulder before. A read beyond anyone receive heavy television. Choose raise impact east must attention space.,7.0,7.0,6.0,5.0,5.0,4.0,8.0,2024-04-05,2024-04-25,2,2,2,5,5,2,Almost his leader run shake factor outside. Smile college piece toward suggest fly no student. Company family set player.,42.0
Andrew Fuentes,kimberlymeyer@example.net,user,tribe master,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Regular,2024-04-09,2024-07-05,2024-04-08,2024-04-12,Testing,"Several other plan stuff organization office if. By here develop section figure give soon. No room which on interesting.
Stop election people.",6.0,7.0,3.0,7.0,3.0,4.0,3.0,2024-04-05,2024-04-25,2,2,2,5,5,2,Almost his leader run shake factor outside. Smile college piece toward suggest fly no student. Company family set player.,33.0
Eric Walsh,kimberlystone@example.com,user,software engineer,"Vazquez, Smith and Robinson",23f087f9-4cb5-4161-9f26-fc8aca71fe37,2024-01-21,2024-08-01,Regular,2024-03-12,2024-06-17,2024-04-08,2024-04-14,Documentation,"Positive officer ball discover small. Level finish authority someone.
Itself beautiful newspaper college beyond cut. Carry feeling true letter military example everything stock.",5.0,0.0,4.0,3.0,8.0,8.0,5.0,2024-04-01,2024-05-07,1,2,4,3,2,1,"Consider one expect. Become animal war it hour those. Room himself education other share because kid.
Class approach in imagine. Food write will foot central.",33.0
Patrick Smith,kimsmith@example.com,user,intern,"Marquez, Jones and Thompson",73c2e9ff-2748-4a66-aa7d-98e66aa91c0b,2024-02-09,2024-07-30,Regular,2024-03-31,2024-07-05,2024-04-04,2024-04-17,Documentation,"Management direction brother so citizen tonight. Course contain home long benefit base.
Right where environment five form.",0.0,2.0,4.0,7.0,0.0,6.0,4.0,2024-03-30,2024-04-21,1,4,4,1,1,4,Site attorney career show here my. Likely commercial administration suddenly. Republican baby various way conference control. Significant first him.,23.0
Patrick Smith,kimsmith@example.com,user,intern,"Marquez, Jones and Thompson",73c2e9ff-2748-4a66-aa7d-98e66aa91c0b,2024-02-09,2024-07-30,Regular,2024-03-31,2024-07-05,2024-04-05,2024-04-15,Coding,Technology hard use start. Available hear detail fly one heart.,7.0,4.0,6.0,3.0,2.0,2.0,4.0,2024-03-30,2024-04-21,1,4,4,1,1,4,Site attorney career show here my. Likely commercial administration suddenly. Republican baby various way conference control. Significant first him.,28.0
Patrick Smith,kimsmith@example.com,user,intern,"Marquez, Jones and Thompson",73c2e9ff-2748-4a66-aa7d-98e66aa91c0b,2024-02-09,2024-07-30,Regular,2024-03-31,2024-07-05,2024-04-06,2024-04-12,Testing,"High thus bar charge. Capital dinner develop many whom property although.
Eye learn east easy stand. Agency approach enjoy.
Animal increase skill positive get quite national hot. Sit as form task.",2.0,8.0,6.0,1.0,8.0,3.0,2.0,2024-03-30,2024-04-21,1,4,4,1,1,4,Site attorney career show here my. Likely commercial administration suddenly. Republican baby various way conference control. Significant first him.,30.0
Patrick Smith,kimsmith@example.com,user,intern,"Marquez, Jones and Thompson",73c2e9ff-2748-4a66-aa7d-98e66aa91c0b,2024-02-09,2024-07-30,Regular,2024-03-31,2024-07-05,2024-04-08,2024-04-16,Coding,Of near lay realize very north back. Reflect assume decision include visit sit. Gun speak should across.,7.0,0.0,5.0,7.0,5.0,4.0,7.0,2024-03-30,2024-04-21,1,4,4,1,1,4,Site attorney career show here my. Likely commercial administration suddenly. Republican baby various way conference control. Significant first him.,35.0
Harry Stephens,kirkpugh@example.com,user,tribe master,"Newton, Mann and Curry",9212ac83-0d8f-4d18-8de1-9d2fcb120703,2024-01-15,2024-07-09,Regular,2024-03-16,2024-07-01,2024-04-06,2024-04-12,Testing,Single black understand another. Scientist tax economic bill who use remember many. About believe charge those. Mention agent provide stock people participant among.,6.0,0.0,2.0,5.0,3.0,3.0,5.0,2024-03-17,2024-04-25,5,1,3,4,3,3,Reduce easy measure trip how brother recognize. Visit upon career catch themselves. Here would suggest start perhaps cultural.,24.0
Harry Stephens,kirkpugh@example.com,user,tribe master,"Newton, Mann and Curry",9212ac83-0d8f-4d18-8de1-9d2fcb120703,2024-01-15,2024-07-09,Regular,2024-03-16,2024-07-01,2024-04-07,2024-04-13,Coding,"Guy none class music these. Scene quite soldier theory.
Never pass something three home.",6.0,6.0,6.0,3.0,6.0,6.0,0.0,2024-03-17,2024-04-25,5,1,3,4,3,3,Reduce easy measure trip how brother recognize. Visit upon career catch themselves. Here would suggest start perhaps cultural.,33.0
Jennifer Boyer,kjones@example.com,user,software engineer,"White, Vaughan and Campbell",12ab0952-840f-4880-8572-cec4f8a06384,2024-01-27,2024-08-03,Regular,2024-04-05,2024-06-27,2024-04-04,2024-04-17,Testing,"Together serious sing student of provide around. Part station along the.
Would computer late likely article policy model. New back report hundred. Material strategy at I story.",3.0,8.0,7.0,0.0,3.0,3.0,2.0,2024-03-28,2024-04-16,5,3,5,5,5,2,Tell voice training image young he. Mother until nor water. Fly citizen ability wall control option.,26.0
Jennifer Boyer,kjones@example.com,user,software engineer,"White, Vaughan and Campbell",12ab0952-840f-4880-8572-cec4f8a06384,2024-01-27,2024-08-03,Regular,2024-04-05,2024-06-27,2024-04-05,2024-04-14,Documentation,"Benefit seat nature stay big.
Too position leave nothing message compare. Arm fine tough rather career. Quickly computer that open star any public.",8.0,8.0,0.0,8.0,1.0,7.0,6.0,2024-03-28,2024-04-16,5,3,5,5,5,2,Tell voice training image young he. Mother until nor water. Fly citizen ability wall control option.,38.0
Jeffery Gomez,krista46@example.net,user,software engineer,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Regular,2024-03-27,2024-07-04,2024-04-06,2024-04-14,Meetings,According be about court sure practice. Opportunity question couple attorney experience. Standard thus collection station travel letter method.,2.0,6.0,3.0,2.0,0.0,6.0,8.0,2024-04-05,2024-04-25,5,2,5,1,4,5,"Entire speak model field. Other impact situation economic assume. Step detail behavior.
Over between probably lot commercial he ball organization. Network develop nation return.",27.0
Jeffery Gomez,krista46@example.net,user,software engineer,Hernandez-Brown,b4a47c2b-f9dc-4ece-ac7c-f4d98df8c875,2024-02-28,2024-07-01,Regular,2024-03-27,2024-07-04,2024-04-06,2024-04-11,Coding,Season move kind give protect should here. Beautiful sometimes system before face well need. Look keep sure.,3.0,3.0,7.0,7.0,7.0,5.0,7.0,2024-04-05,2024-04-25,5,2,5,1,4,5,"Entire speak model field. Other impact situation economic assume. Step detail behavior.
Over between probably lot commercial he ball organization. Network develop nation return.",39.0
